zip,city,county,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
93535,Lancaster,Los Angeles County,,,,,,,,,,,,,167129.4,129749.75,125863.58333333333,122097.08333333333,120175.25,151193.66666666666,173737.58333333334,184351.91666666666,203402.5,229347.75,258649.16666666666,270279.3333333333,291809.25,318031.5
90802,Long Beach,Los Angeles County,93165.66666666667,101086.75,106915.25,113278.41666666667,128462.5,145016.33333333334,175703.66666666666,224045.91666666666,289830.75,363241.4166666667,412518.25,409120.5833333333,338687.5,275965.4166666667,259834.41666666666,235120.91666666666,223711.83333333334,268771.0,306197.6666666667,321712.4166666667,355870.0833333333,391234.5833333333,420710.1666666667,456871.5833333333,506314.5833333333,527076.5
90631,La Habra,Orange County,204944.33333333334,208241.83333333334,222888.91666666666,241527.16666666666,266886.5833333333,296537.5833333333,339794.6666666667,404268.5,507084.9166666667,600469.8333333334,664172.3333333334,639354.3333333334,520527.6666666667,439395.5833333333,444510.5,418351.0833333333,415974.25,481218.9166666667,519029.6666666667,542975.3333333334,579450.0833333334,611184.4166666666,643603.25,648416.25,683703.4166666666,733755.5
92647,Huntington Beach,Orange County,229940.66666666666,239715.0,261997.66666666666,287093.5,318781.5,359206.4166666667,407938.0833333333,485163.3333333333,623168.5,717253.5,773679.4166666666,727885.8333333334,619245.3333333334,572431.8333333334,587044.8333333334,547489.4166666666,543804.25,627899.0833333334,660538.25,682920.0,711347.1666666666,746433.5833333334,783073.25,788734.8333333334,831823.6666666666,878725.5
92618,Irvine,Orange County,405238.9166666667,402243.75,443958.8333333333,484202.0,532908.0833333334,609619.3333333334,698981.8333333334,826390.4166666666,980372.75,1122152.3333333333,1193775.4166666667,1142954.75,987839.75,932150.0833333334,927526.5,874459.3333333334,858448.3333333334,965087.3333333334,1049494.8333333333,1120457.4166666667,1171184.5833333333,1202130.4166666667,1260747.9166666667,1256400.9166666667,1267673.3333333333,1307081.5
92646,Huntington Beach,Orange County,262998.5,271468.25,301189.0833333333,333577.25,371075.0833333333,420113.75,477005.8333333333,569604.5,685050.6666666666,785614.0,840122.9166666666,803288.0833333334,683453.0,637416.25,653965.1666666666,616177.9166666666,617511.0833333334,713391.3333333334,745665.5,770932.0,813804.9166666666,855174.9166666666,903551.75,918414.75,972331.3333333334,1033854.5
92620,Irvine,Orange County,312837.75,317481.8333333333,347282.4166666667,386550.6666666667,424304.75,479370.3333333333,538101.4166666666,628732.25,761753.0833333334,872453.0,932671.5833333334,885447.6666666666,775538.0833333334,740782.0,770941.25,743900.1666666666,742700.9166666666,876232.75,927133.75,960206.8333333334,1007659.9166666666,1051561.0833333333,1098260.25,1094661.5,1110295.8333333333,1159634.5
92648,Huntington Beach,Orange County,346525.0,355701.4166666667,396717.75,441098.9166666667,493662.25,552449.75,623288.3333333334,734756.0,941296.0833333334,1092126.5,1174781.25,1125899.9166666667,959964.8333333334,899616.3333333334,874034.4166666666,815055.6666666666,805253.3333333334,916274.75,966549.0833333334,1000240.1666666666,1048700.75,1097024.9166666667,1156657.9166666667,1168193.0,1208690.6666666667,1267552.5
90036,Los Angeles,Los Angeles County,191105.33333333334,200971.08333333334,238594.08333333334,272729.5,305944.3333333333,344800.1666666667,381693.3333333333,445912.1666666667,541158.9166666666,643870.75,733958.5833333334,739275.4166666666,672477.8333333334,632525.4166666666,645408.8333333334,637973.5833333334,673099.5,806907.4166666666,920893.5833333334,1055872.6666666667,1265439.5,1441159.5,1671777.1666666667,1847537.5833333333,1966264.1666666667,1986881.5
90640,Montebello,Los Angeles County,187480.33333333334,183311.75,190658.16666666666,201540.16666666666,217449.83333333334,237489.83333333334,267257.8333333333,314904.1666666667,394290.75,488621.75,564064.8333333334,570493.5833333334,467980.0,382872.25,377174.75,353991.75,344440.6666666667,394151.6666666667,433287.6666666667,457168.9166666667,492446.25,523919.6666666667,560189.25,567794.9166666666,609732.25,646003.5
91801,Alhambra,Los Angeles County,192293.16666666666,188737.75,199423.08333333334,213447.16666666666,233075.91666666666,257423.5,292444.75,350615.1666666667,434799.8333333333,528720.0,593547.5833333334,586774.0,511786.9166666667,475226.3333333333,494439.75,470375.25,463683.1666666667,536286.9166666666,584961.25,608353.9166666666,636951.3333333334,678768.3333333334,740372.0833333334,744320.1666666666,782579.0,816713.5
91331,Los Angeles,Los Angeles County,124395.41666666667,121083.41666666667,125565.16666666667,136447.16666666666,153150.0,171314.75,199091.91666666666,245294.66666666666,319701.8333333333,407739.5,480102.5,486777.0,381889.3333333333,269012.8333333333,265779.9166666667,264311.0833333333,265676.1666666667,315831.4166666667,354649.4166666667,383048.5,419089.6666666667,450011.75,491907.9166666667,500457.25,551040.1666666666,589240.0
92805,Anaheim,Orange County,166499.0,169677.83333333334,179820.83333333334,195172.25,218866.58333333334,248358.66666666666,288342.6666666667,348316.5,448637.25,546388.3333333334,617874.3333333334,595993.0,460469.25,360094.9166666667,365203.8333333333,346502.9166666667,346216.5,411295.4166666667,449373.6666666667,467531.5833333333,502564.0,538344.0,572739.9166666666,583693.25,616078.0833333334,657568.5
90042,Los Angeles,Los Angeles County,163159.75,158249.5,166083.16666666666,175194.66666666666,189886.75,212968.66666666666,246422.25,308326.4166666667,400638.3333333333,501306.0833333333,577399.0833333334,571854.1666666666,501027.0,413695.75,418160.8333333333,402879.5833333333,409665.0,498758.4166666667,553389.5,610624.5833333334,675991.6666666666,736075.5,811654.6666666666,816494.0,852443.5,898499.0
92656,Aliso Viejo,Orange County,214840.83333333334,221526.58333333334,250763.83333333334,287652.25,317446.0833333333,362166.5,406973.8333333333,482811.0,616058.9166666666,710037.6666666666,754245.9166666666,707565.9166666666,593954.3333333334,533717.4166666666,546351.5833333334,512446.25,507433.4166666667,597011.0833333334,653622.9166666666,680196.5,704913.5,740096.25,771988.6666666666,770273.6666666666,798156.25,843190.0
92704,Santa Ana,Orange County,180848.91666666666,182113.91666666666,192707.91666666666,206997.66666666666,234954.25,270659.0,312267.5,376552.0,481907.6666666667,587212.5,661826.6666666666,644602.75,488755.6666666667,378909.0,381096.1666666667,366229.4166666667,371976.25,433913.6666666667,462139.5833333333,488166.9166666667,522021.3333333333,558122.4166666666,595480.5,606143.3333333334,637440.0833333334,674043.0
92626,Costa Mesa,Orange County,244545.0,250784.25,273943.8333333333,299769.9166666667,333741.9166666667,377906.1666666667,434452.6666666667,517701.25,652324.4166666666,763346.3333333334,823986.4166666666,779976.3333333334,632804.25,569409.6666666666,582010.25,547540.9166666666,544671.6666666666,644032.6666666666,687598.3333333334,710825.9166666666,753779.3333333334,791894.5833333334,831668.9166666666,839704.75,879988.6666666666,934539.0
90006,Los Angeles,Los Angeles County,147678.58333333334,147607.83333333334,159963.16666666666,170344.75,190956.33333333334,210616.08333333334,250713.83333333334,308981.3333333333,416870.5833333333,528902.25,612118.25,613533.5,520014.0,413373.4166666667,375511.3333333333,341757.9166666667,351276.5833333333,432527.0833333333,493374.8333333333,556387.4166666666,630608.6666666666,713134.5,801595.0,833857.5833333334,869172.4166666666,919093.0
90255,Huntington Park,Los Angeles County,153063.25,148705.0,151248.75,157810.25,168637.91666666666,179900.25,200381.5,236746.25,299902.0,390104.4166666667,460696.5833333333,483910.9166666667,396862.5833333333,282183.75,255119.33333333334,246056.33333333334,248586.83333333334,289588.3333333333,322231.1666666667,346008.75,383939.6666666667,412680.5,445331.4166666667,455093.0,496978.0,534199.5
90028,Los Angeles,Los Angeles County,165200.5,171162.83333333334,193076.5,200391.5,220197.5,255354.5,316591.75,383452.6666666667,449989.75,571683.5833333334,633468.9166666666,627722.5833333334,581678.8333333334,547362.1666666666,558049.3333333334,551008.6666666666,547394.25,626845.6666666666,708917.75,797346.0,869628.0833333334,960214.25,1053179.0833333333,1110639.8333333333,1180859.0,1237482.5
90024,Los Angeles,Los Angeles County,359009.8333333333,376677.9166666667,423047.5,474146.75,521638.0833333333,569850.0,628116.8333333334,724935.5833333334,866102.3333333334,1002701.8333333334,1102878.5833333333,1086451.1666666667,989642.3333333334,941019.4166666666,999318.25,988279.6666666666,1045824.25,1242640.6666666667,1412536.0833333333,1602423.8333333333,1840106.0833333333,2090208.0,2400697.4166666665,2574435.6666666665,2828528.25,2872311.5
92708,Fountain Valley,Orange County,247392.41666666666,255832.08333333334,280857.8333333333,311441.5833333333,346218.4166666667,391530.0,444227.3333333333,523692.6666666667,615030.4166666666,710265.0,767986.1666666666,720593.0833333334,609425.5833333334,570185.8333333334,593808.4166666666,561630.4166666666,558258.6666666666,646244.0,681704.5,708914.5,744032.1666666666,778531.3333333334,827560.5,838078.5833333334,885953.1666666666,941490.0
91402,Los Angeles,Los Angeles County,,,,,,,,,,,,,331255.8,286692.9166666667,284420.6666666667,280331.5833333333,276503.25,334750.8333333333,377671.3333333333,396430.1666666667,429849.0833333333,469054.9166666667,510175.6666666667,524355.25,566551.25,605642.5
91367,Los Angeles,Los Angeles County,227483.91666666666,232227.0,260805.83333333334,297210.0833333333,325779.9166666667,359733.9166666667,403410.9166666667,480649.3333333333,597643.0,717979.5,793824.8333333334,767763.8333333334,651821.4166666666,571029.1666666666,573051.25,542473.25,535084.9166666666,629325.1666666666,683807.8333333334,711000.3333333334,756950.5833333334,794437.75,847190.0,859881.3333333334,919550.25,985227.5
91406,Los Angeles,Los Angeles County,160314.41666666666,158625.08333333334,170467.83333333334,190597.91666666666,211385.5,234553.33333333334,272067.4166666667,328493.5,417408.0,510749.1666666667,588883.25,576586.6666666666,462744.3333333333,368688.8333333333,371222.8333333333,350308.9166666667,349190.3333333333,424965.75,468375.0,493086.6666666667,539280.25,577578.75,622315.25,628034.5833333334,678372.9166666666,720217.5
90049,Los Angeles,Los Angeles County,500173.1666666667,519087.5833333333,569443.1666666666,623475.8333333334,689173.5833333334,752297.75,837574.5,955396.75,1126187.75,1315861.6666666667,1434346.5,1411472.5833333333,1262552.5,1176279.3333333333,1234147.5,1227250.75,1317177.5,1619210.1666666667,1867771.75,2075858.6666666667,2355396.3333333335,2652061.0833333335,2985622.5,3135895.6666666665,3379440.75,3501589.5
91766,Pomona,Los Angeles County,145767.83333333334,142972.33333333334,149456.5,159052.08333333334,170870.33333333334,185956.41666666666,211590.33333333334,251207.75,319044.9166666667,408327.6666666667,469977.3333333333,467251.75,371077.5,271299.3333333333,256599.5,246532.83333333334,241380.25,297600.6666666667,341785.5833333333,361240.0833333333,381469.8333333333,409235.1666666667,438411.3333333333,446874.0833333333,478410.4166666667,511714.5
91706,Baldwin Park,Los Angeles County,140605.75,139003.91666666666,144372.66666666666,151068.83333333334,162570.83333333334,176820.75,200787.83333333334,241011.08333333334,307479.0833333333,390580.25,454919.75,457308.1666666667,372689.4166666667,286224.1666666667,278092.9166666667,266559.3333333333,263759.1666666667,316244.5,355067.5,373891.8333333333,405672.75,436107.5,472470.0,476481.25,509353.0,540541.5
90020,Los Angeles,Los Angeles County,219784.5,234134.41666666666,262422.8333333333,297728.4166666667,337583.8333333333,376270.6666666667,433954.25,511999.1666666667,620233.5833333334,735214.8333333334,823171.3333333334,826784.4166666666,779568.5,761191.1666666666,861409.5,856600.3333333334,935537.1666666666,1172488.0,1366642.25,1555147.5,1830376.5,2126737.1666666665,2555384.1666666665,2879187.1666666665,3203827.9166666665,3382198.0
91744,La Puente,Los Angeles County,145626.58333333334,145494.66666666666,150478.75,157354.16666666666,169586.75,187489.83333333334,212287.33333333334,253434.08333333334,321550.75,409916.9166666667,480594.0,483123.25,389474.4166666667,288678.1666666667,285772.9166666667,274735.8333333333,271823.4166666667,326164.8333333333,365952.25,387370.3333333333,416239.5833333333,447032.0,480160.3333333333,483910.75,518576.4166666667,551960.0
92801,Anaheim,Orange County,163805.08333333334,165430.16666666666,177708.08333333334,191263.41666666666,215251.83333333334,246534.08333333334,284781.5,342739.0,440794.0,535625.8333333334,603650.1666666666,581310.5,445461.5833333333,362402.75,371268.6666666667,352699.3333333333,353205.25,417519.0,453997.5833333333,475734.9166666667,504825.25,539110.5833333334,572943.1666666666,579888.25,619998.1666666666,667075.5
90277,Redondo Beach,Los Angeles County,360661.75,374425.1666666667,427823.4166666667,477428.25,520894.6666666667,557736.25,626910.9166666666,726854.4166666666,875543.3333333334,1030096.1666666666,1113672.25,1088179.4166666667,975257.25,888496.1666666666,905019.75,868924.3333333334,870406.5,993042.1666666666,1051555.4166666667,1115275.25,1222034.0,1321777.75,1404617.1666666667,1408128.1666666667,1461692.5,1498748.0
92780,Tustin,Orange County,210377.16666666666,218278.5,238862.08333333334,262688.75,292549.0833333333,333734.6666666667,381972.75,452761.75,571975.5833333334,674181.0,734524.0,697668.3333333334,574501.0833333334,503348.5,517465.9166666667,486879.8333333333,482932.9166666667,577923.4166666666,616949.9166666666,647050.4166666666,684022.0,712549.75,749356.75,756970.5,789672.8333333334,836019.0
91405,Los Angeles,Los Angeles County,153740.58333333334,150442.5,159788.83333333334,178278.25,197692.91666666666,225197.58333333334,260966.58333333334,317840.3333333333,404038.0,500420.8333333333,577685.9166666666,571033.6666666666,462958.25,348542.0833333333,344117.4166666667,331717.5,332296.75,399410.9166666667,450352.75,481884.0,525856.8333333334,561130.1666666666,611502.0,624656.0833333334,691165.5833333334,735719.5
90813,Long Beach,Los Angeles County,98665.25,101880.91666666667,109554.41666666667,118938.5,131612.0,142988.83333333334,159547.16666666666,194987.33333333334,262872.75,345720.5,404020.6666666667,410811.9166666667,337163.0833333333,271026.4166666667,252078.66666666666,242804.58333333334,240235.33333333334,290495.4166666667,323133.3333333333,346920.3333333333,384882.6666666667,419371.5,452809.25,469856.1666666667,523249.8333333333,556711.5
90803,Long Beach,Los Angeles County,256483.0,264717.4166666667,296762.4166666667,334176.8333333333,376863.0,415620.3333333333,470240.3333333333,557905.8333333334,671830.6666666666,792481.5833333334,879433.6666666666,859098.25,769048.6666666666,728775.75,755196.1666666666,721945.1666666666,748240.3333333334,845564.25,883968.8333333334,904796.4166666666,980877.3333333334,1076192.4166666667,1130756.9166666667,1134753.5,1181909.0,1229892.5
90503,Torrance,Los Angeles County,268050.4166666667,276273.5833333333,309948.8333333333,337631.6666666667,364185.25,392502.0833333333,438893.75,515001.5833333333,627105.5833333334,736223.5,798745.1666666666,770019.9166666666,675802.6666666666,621095.75,647128.1666666666,620606.4166666666,616743.6666666666,703857.5,741385.6666666666,771306.75,812542.6666666666,864680.3333333334,921431.6666666666,921110.9166666666,968717.25,1015573.0
91601,Los Angeles,Los Angeles County,183949.58333333334,184289.41666666666,204559.75,228895.08333333334,251232.33333333334,276013.75,318786.75,380274.25,483725.0833333333,584920.25,673407.1666666666,661115.9166666666,566668.0833333334,485939.5833333333,491204.75,454681.3333333333,451424.1666666667,546143.0833333334,597427.0833333334,631175.5833333334,687799.9166666666,731077.8333333334,803860.0833333334,819398.1666666666,873132.3333333334,926681.0
91702,Azusa,Los Angeles County,149810.75,148289.91666666666,154434.41666666666,161480.58333333334,174561.33333333334,193082.08333333334,220173.91666666666,263670.6666666667,334482.1666666667,419022.3333333333,481229.75,484413.4166666667,399102.6666666667,310755.5833333333,302736.75,288794.6666666667,283707.0,333531.3333333333,374125.1666666667,394974.1666666667,422841.9166666667,451195.3333333333,484340.9166666667,488338.5,524776.4166666666,557875.5
92692,Mission Viejo,Orange County,235597.83333333334,244442.16666666666,276633.75,315006.4166666667,347318.4166666667,387961.3333333333,434612.0,512157.6666666667,647089.5833333334,745772.9166666666,792096.1666666666,746406.4166666666,628539.8333333334,568782.0833333334,571051.8333333334,539608.25,540377.6666666666,644910.0833333334,686518.9166666666,704036.0833333334,736198.5833333334,768147.9166666666,799536.75,792621.9166666666,823766.0833333334,878049.0
90005,Los Angeles,Los Angeles County,151825.08333333334,160940.83333333334,188324.08333333334,216885.25,242068.58333333334,273378.0833333333,312541.8333333333,364511.1666666667,432741.8333333333,526759.6666666666,616894.5,608171.9166666666,550656.75,509237.6666666667,515548.5,514482.8333333333,545534.75,645900.75,741226.75,853195.3333333334,1010014.4166666666,1146542.0833333333,1328081.3333333333,1498610.6666666667,1598603.25,1620113.0
90047,Los Angeles,Los Angeles County,132653.5,131413.58333333334,136487.66666666666,143485.75,154614.25,168102.33333333334,190898.41666666666,224770.5,283423.1666666667,367047.9166666667,439526.0,452480.5,373160.3333333333,277836.0833333333,262277.6666666667,256482.41666666666,261331.25,300980.0833333333,333302.8333333333,359762.0833333333,395307.6666666667,443272.8333333333,496892.8333333333,516716.5833333333,567874.8333333334,606143.0
91770,Rosemead,Los Angeles County,172203.08333333334,169535.83333333334,175505.91666666666,187370.41666666666,202735.91666666666,224766.58333333334,261132.91666666666,312048.6666666667,395639.1666666667,479695.75,549370.0,540418.9166666666,462494.6666666667,412872.5,417529.3333333333,395373.25,389941.25,451812.0833333333,489097.1666666667,511159.0833333333,540600.75,575628.1666666666,614751.8333333334,621682.5,656582.3333333334,690792.0
91343,Los Angeles,Los Angeles County,165466.16666666666,166166.83333333334,179942.91666666666,200108.33333333334,222738.16666666666,247783.91666666666,282625.4166666667,338312.9166666667,428754.3333333333,525775.1666666666,598238.8333333334,582852.4166666666,470445.3333333333,379604.1666666667,386953.5833333333,363195.0,355657.5833333333,418951.75,460506.8333333333,489265.5,530078.5,571699.6666666666,612121.3333333334,621940.0833333334,679037.3333333334,737954.5
