zip,city,county,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
90247,Gardena,Los Angeles County,152879.5,150374.58333333334,157200.83333333334,170834.58333333334,185438.33333333334,203832.66666666666,235623.5,280743.1666666667,357116.1666666667,443860.0,508834.3333333333,502136.6666666667,413557.25,332929.9166666667,328590.8333333333,314174.8333333333,313872.3333333333,360249.0833333333,395458.9166666667,419167.0,456908.0,497717.0833333333,541090.1666666666,554530.9166666666,589808.6666666666,615902.0
90003,Los Angeles,Los Angeles County,,,,,,,,,,,,,239313.0,215181.08333333334,204128.75,203198.16666666666,208107.0,245453.83333333334,271483.9166666667,294409.3333333333,325771.1666666667,356464.5833333333,391333.4166666667,418716.75,454610.0833333333,486338.0
90630,Cypress,Orange County,228814.41666666666,234799.16666666666,257137.16666666666,282016.3333333333,312122.0,344758.1666666667,393269.25,465572.1666666667,544471.3333333334,634092.5,688178.4166666666,653109.0,549282.0833333334,505880.8333333333,521487.5833333333,491109.8333333333,482207.6666666667,557759.75,588855.1666666666,615978.25,648460.25,681042.9166666666,715026.9166666666,722702.0833333334,763097.0833333334,813790.5
90016,Los Angeles,Los Angeles County,157540.16666666666,154502.08333333334,161094.41666666666,172278.75,185205.41666666666,201997.5,230122.91666666666,286081.0833333333,361351.0,466317.75,549536.3333333334,560951.5,462666.0833333333,382175.3333333333,371134.5833333333,349011.4166666667,348712.6666666667,428633.1666666667,486508.0,536914.6666666666,614681.5833333334,688494.8333333334,786755.6666666666,834298.0,912570.3333333334,958668.5
90018,Los Angeles,Los Angeles County,169926.66666666666,169529.25,177945.0,184331.66666666666,196967.83333333334,212762.66666666666,242641.66666666666,291867.25,377756.5,483482.5833333333,586037.0,602028.4166666666,492615.9166666667,358979.9166666667,339957.75,325427.0833333333,320941.4166666667,393550.1666666667,447629.5,491376.3333333333,578502.4166666666,663286.25,732586.6666666666,769531.5,815591.25,845865.0
90043,Los Angeles,Los Angeles County,173255.58333333334,174181.91666666666,184272.0,195421.58333333334,212400.83333333334,232276.75,263419.1666666667,312494.75,393085.25,497944.3333333333,580684.0833333334,588935.75,474721.5,365558.8333333333,349165.5833333333,337973.25,338184.4166666667,397316.0833333333,439640.3333333333,474646.25,534603.4166666666,603706.6666666666,668394.0833333334,692584.8333333334,760130.1666666666,826023.0
90037,Los Angeles,Los Angeles County,136734.33333333334,136487.25,144154.75,147855.0,156484.58333333334,162845.58333333334,176921.5,205539.75,259938.25,355939.25,437625.9166666667,469098.25,379504.6666666667,270766.5,253194.08333333334,240403.33333333334,246479.58333333334,299057.5833333333,318799.75,350560.3333333333,381972.25,425598.6666666667,474495.75,504776.25,552643.6666666666,577582.5
91304,Los Angeles,Los Angeles County,209887.0,208816.75,229240.25,256969.0,280916.75,307943.8333333333,349338.6666666667,415142.0,513524.75,619499.3333333334,699618.6666666666,676591.3333333334,560256.5833333334,479812.75,483497.6666666667,449446.6666666667,437373.8333333333,509362.8333333333,555660.1666666666,576173.6666666666,618897.0,656420.5,689007.9166666666,693606.0833333334,741186.0,784188.0
93551,Palmdale,Los Angeles County,144417.83333333334,143571.16666666666,153434.5,168501.41666666666,184217.25,198958.16666666666,223475.75,264113.25,329609.3333333333,405150.6666666667,457418.8333333333,448297.75,340451.25,245355.16666666666,229874.33333333334,219741.58333333334,217898.16666666666,260402.25,300001.3333333333,320346.4166666667,345586.5833333333,372354.4166666667,403875.75,409434.25,435684.6666666667,469609.5
92870,Placentia,Orange County,222931.41666666666,230028.41666666666,251059.16666666666,274639.5833333333,306089.3333333333,343195.5,387694.3333333333,457076.5,555412.25,650337.9166666666,703728.6666666666,665077.4166666666,558319.3333333334,504589.8333333333,510487.4166666667,480866.1666666667,476430.5833333333,559192.75,600657.25,630268.8333333334,665609.25,692113.8333333334,724830.5,729427.6666666666,765276.1666666666,813164.5
90022,East Los Angeles,Los Angeles County,148086.33333333334,145482.25,148331.66666666666,154522.33333333334,165749.91666666666,175404.16666666666,195870.0,228623.16666666666,287127.5833333333,367576.3333333333,440343.8333333333,459818.0833333333,375606.5,295417.5833333333,271763.1666666667,262163.9166666667,260794.33333333334,306725.0,341917.5,366983.6666666667,398178.4166666667,427948.75,460552.3333333333,471530.3333333333,510841.9166666667,533718.0
90045,Los Angeles,Los Angeles County,268776.0833333333,281345.0833333333,319581.6666666667,359798.5833333333,389696.4166666667,429716.9166666667,485916.3333333333,560835.4166666666,672075.1666666666,790828.8333333334,866309.9166666666,837243.0,741797.8333333334,685097.9166666666,712019.5,665745.5833333334,663212.75,778323.25,846849.8333333334,913574.5,1026138.8333333334,1125168.1666666667,1249564.4166666667,1251633.8333333333,1311537.6666666667,1349262.0
91344,Los Angeles,Los Angeles County,196525.25,198227.41666666666,216113.25,242322.75,267317.5833333333,292223.1666666667,332578.9166666667,397279.3333333333,494101.0833333333,597611.9166666666,670072.5,651828.0,525891.9166666666,438335.6666666667,443441.25,417652.4166666667,408590.9166666667,475516.1666666667,523992.5833333333,550234.4166666666,591622.75,625128.6666666666,664400.3333333334,674046.5,728655.25,785916.0
90278,Redondo Beach,Los Angeles County,277641.5,283715.4166666667,316563.5,351144.1666666667,381186.4166666667,412389.25,467808.25,556975.8333333334,690929.8333333334,801600.25,860356.0833333334,826111.5,732100.4166666666,671865.8333333334,698749.6666666666,669809.8333333334,666465.4166666666,764154.0833333334,806026.75,850683.9166666666,913563.0,974437.0,1043749.75,1058233.5,1132011.25,1189528.5
92691,Mission Viejo,Orange County,215887.16666666666,224469.16666666666,253877.16666666666,285743.1666666667,317383.5833333333,357481.8333333333,402613.1666666667,475427.5833333333,608432.6666666666,705104.75,752447.75,708109.4166666666,583865.6666666666,524699.0,535806.25,500689.3333333333,499339.25,601654.0833333334,646347.75,663582.5833333334,693761.5833333334,726592.75,761759.0833333334,762838.4166666666,797095.4166666666,848976.5
92886,Yorba Linda,Orange County,275421.0833333333,283317.0,311236.6666666667,345842.9166666667,382392.75,424214.3333333333,478568.6666666667,562040.9166666666,693889.9166666666,801636.3333333334,862939.25,819045.5833333334,700986.25,636714.6666666666,643188.6666666666,601847.3333333334,596290.0833333334,701588.75,750072.9166666666,775476.8333333334,810843.3333333334,843863.1666666666,878941.75,874285.25,912627.5,971315.5
90703,Cerritos,Los Angeles County,236491.75,239567.33333333334,262322.5,286263.5833333333,311962.9166666667,339538.75,386634.25,456284.6666666667,562232.9166666666,673539.0833333334,743485.3333333334,718146.5833333334,613386.8333333334,553159.3333333334,576875.9166666666,552818.25,539888.1666666666,604161.6666666666,636817.1666666666,657944.0,688447.75,716724.5833333334,751866.75,747659.1666666666,782727.0833333334,828319.0
90057,Los Angeles,Los Angeles County,152371.33333333334,149752.91666666666,164046.5,169091.08333333334,183220.5,204515.0,255376.08333333334,309542.6666666667,416253.25,541594.1666666666,634836.75,635119.8333333334,541222.0,451879.3333333333,415129.0833333333,375801.5833333333,369514.5833333333,448201.25,525945.0,577690.9166666666,647219.0,736124.0833333334,818451.25,831429.9166666666,869604.8333333334,914330.5
92672,San Clemente,Orange County,301407.0,312484.8333333333,364218.6666666667,415268.5833333333,475948.0,553069.4166666666,624955.1666666666,740167.3333333334,854717.6666666666,977258.8333333334,1062763.9166666667,1027091.9166666666,890352.5,821138.0,798995.8333333334,730903.8333333334,730077.5833333334,854378.3333333334,917589.75,971341.75,1023985.0,1069742.0,1124246.25,1144941.5833333333,1175115.9166666667,1256470.0
91745,Hacienda Heights,Los Angeles County,200499.41666666666,199062.83333333334,212253.25,229685.75,249087.16666666666,273272.8333333333,313088.1666666667,370811.6666666667,462082.75,563453.3333333334,636371.25,618229.3333333334,520278.4166666667,453210.0,463430.5833333333,444326.25,440325.5,515789.5,562749.25,588141.0833333334,613184.5833333334,645672.5833333334,681967.75,685415.75,720020.6666666666,761018.5
92688,Rancho Santa Margarita,Orange County,221019.5,227361.08333333334,257080.66666666666,292876.6666666667,324424.6666666667,367891.4166666667,411566.0833333333,487640.8333333333,615939.3333333334,703175.5833333334,743699.6666666666,699365.4166666666,578019.1666666666,513982.75,519094.5833333333,489123.1666666667,482714.25,578127.4166666666,628016.9166666666,646002.25,676610.6666666666,705847.4166666666,739540.75,735749.25,766127.5,816611.5
90660,Pico Rivera,Los Angeles County,152679.41666666666,150263.91666666666,155281.83333333334,163436.66666666666,176576.16666666666,190462.25,218953.08333333334,265034.1666666667,332341.0833333333,422577.5833333333,492660.8333333333,495573.0833333333,397208.5833333333,315971.25,305079.75,295685.8333333333,292477.3333333333,338137.6666666667,374751.0833333333,396738.4166666667,429730.1666666667,460029.6666666667,491389.0833333333,498689.3333333333,536137.6666666666,570683.5
92833,Fullerton,Orange County,203617.33333333334,207480.33333333334,223567.58333333334,242400.08333333334,270702.0833333333,305379.5,347352.4166666667,414479.9166666667,521423.6666666667,623350.1666666666,691035.0833333334,661253.4166666666,533649.5833333334,454539.75,458342.25,430397.0833333333,424517.5833333333,498173.3333333333,534476.5833333334,555641.0833333334,586077.3333333334,619756.5833333334,650566.4166666666,655490.25,689745.1666666666,738554.0
91765,Diamond Bar,Los Angeles County,218745.91666666666,219904.41666666666,235560.91666666666,257969.16666666666,282350.5,308936.0833333333,349499.4166666667,412302.25,509347.1666666667,609933.5,677330.75,657857.4166666666,573153.1666666666,519261.5833333333,529486.5833333334,505681.3333333333,502631.3333333333,595064.4166666666,661690.4166666666,679303.5833333334,696264.0,726694.0833333334,753710.9166666666,737480.6666666666,765029.4166666666,807447.0
92660,Newport Beach,Orange County,517325.8333333333,531959.4166666666,594176.3333333334,651519.5833333334,725526.1666666666,824997.4166666666,920114.9166666666,1070839.6666666667,1344712.25,1582790.75,1718622.5833333333,1673795.3333333333,1498477.1666666667,1373640.5833333333,1336786.1666666667,1320238.4166666667,1323536.75,1574386.75,1730447.5833333333,1761490.9166666667,1840131.6666666667,1898236.0833333333,2040260.8333333333,2130626.25,2179086.0,2332445.0
90275,Rancho Palos Verdes,Los Angeles County,422000.1666666667,433300.75,485303.3333333333,533088.0,572883.75,619284.6666666666,685465.0833333334,792770.1666666666,957616.4166666666,1133433.3333333333,1258473.3333333333,1224767.25,1091168.0,980776.0,984009.5,956623.75,958238.8333333334,1104524.8333333333,1165838.6666666667,1195272.75,1269261.0,1321959.5,1372643.3333333333,1370475.8333333333,1417715.8333333333,1496900.0
91605,Los Angeles,Los Angeles County,145111.08333333334,142742.58333333334,150232.0,163725.66666666666,183587.41666666666,207025.83333333334,240329.75,288276.5,367425.0833333333,464438.8333333333,538055.1666666666,535820.5,430602.5,332026.25,328237.8333333333,314430.0833333333,317211.9166666667,376059.3333333333,425532.1666666667,455249.3333333333,494356.3333333333,541289.5,593176.0,611301.0,673112.25,724818.0
90745,Carson,Los Angeles County,163072.25,163772.83333333334,174019.0,187656.91666666666,203623.25,225454.91666666666,258343.16666666666,305868.0833333333,383967.9166666667,475875.6666666667,548387.6666666666,548072.8333333334,444741.25,342036.5833333333,327507.4166666667,314635.6666666667,309795.3333333333,362694.75,401311.5833333333,423225.1666666667,459842.1666666667,495672.8333333333,536841.25,548794.9166666666,586016.9166666666,625756.5
90804,Long Beach,Los Angeles County,134925.75,137524.58333333334,151014.08333333334,163891.41666666666,183699.41666666666,200927.16666666666,242640.08333333334,293012.8333333333,373146.25,453036.3333333333,506700.5,496979.6666666667,407269.1666666667,355594.5,364788.9166666667,345614.5,363036.5,424021.9166666667,457436.1666666667,472212.3333333333,517512.0,545614.4166666666,582952.4166666666,589397.8333333334,631357.5,682563.5
91016,Monrovia,Los Angeles County,197742.0,199584.08333333334,212862.08333333334,235364.08333333334,257845.83333333334,285723.8333333333,327372.9166666667,390076.6666666667,480351.3333333333,578568.8333333334,643527.4166666666,637147.25,552655.0,492453.1666666667,508510.25,478626.5833333333,468517.0833333333,546124.6666666666,597796.0,622092.3333333334,653294.0,693265.4166666666,744581.25,746934.25,783634.8333333334,830687.5
90815,Long Beach,Los Angeles County,194980.66666666666,198041.25,214905.0,241808.91666666666,267851.0833333333,295540.0,343761.1666666667,407776.1666666667,508858.6666666667,612002.4166666666,668240.4166666666,643921.0,547150.9166666666,498463.4166666667,508946.5,467837.6666666667,462536.4166666667,542078.1666666666,582335.9166666666,608873.75,644958.0,681113.5,721897.4166666666,723951.9166666666,770213.75,822420.0
93534,Lancaster,Los Angeles County,,,,,,,,,,,,,136268.0,124524.75,120919.66666666667,116551.58333333333,116050.66666666667,142801.25,165528.16666666666,177277.33333333334,194417.66666666666,219991.75,248970.08333333334,261220.08333333334,283096.25,308503.5
90029,Los Angeles,Los Angeles County,149190.16666666666,154381.91666666666,166987.33333333334,181137.5,211060.83333333334,244821.25,283530.3333333333,351763.25,455979.5,555565.4166666666,620620.25,621769.5833333334,550173.0,478042.1666666667,478836.3333333333,452604.1666666667,454554.3333333333,545263.0,613258.1666666666,683140.0833333334,759516.5833333334,824488.75,931883.8333333334,990812.1666666666,1052978.8333333333,1135857.0
90065,Los Angeles,Los Angeles County,177603.75,172828.91666666666,186262.08333333334,203043.91666666666,224621.08333333334,247944.75,290255.1666666667,359215.0833333333,449356.8333333333,559630.4166666666,635358.6666666666,626753.3333333334,545439.4166666666,466825.75,457630.6666666667,443870.5,449254.5,540201.0,595884.5833333334,648095.5833333334,709826.8333333334,768338.8333333334,844052.4166666666,855536.9166666666,902009.75,948282.0
91606,Los Angeles,Los Angeles County,161840.83333333334,159188.33333333334,172090.83333333334,188312.0,211181.16666666666,237893.75,278865.8333333333,337217.1666666667,431234.0,534033.5,618008.1666666666,609876.8333333334,488504.9166666667,374876.25,369129.5,347313.75,348379.3333333333,417024.5833333333,474089.5833333333,509687.6666666667,549733.3333333334,594514.1666666666,655886.5833333334,671856.8333333334,726013.0833333334,786326.5
90291,Los Angeles,Los Angeles County,237185.33333333334,246331.58333333334,291417.5833333333,330947.3333333333,369792.1666666667,419589.9166666667,483552.0,560028.9166666666,687730.6666666666,838507.0833333334,963126.6666666666,940225.5,836519.25,769947.8333333334,756594.4166666666,733212.9166666666,745164.0,938865.75,1130993.3333333333,1353554.1666666667,1599318.25,1796385.4166666667,2055432.6666666667,2171944.5833333335,2254698.9166666665,2202129.0
91423,Los Angeles,Los Angeles County,253433.0,259712.5,294014.4166666667,332117.25,365193.5833333333,397752.1666666667,443946.8333333333,521126.4166666667,634701.4166666666,747057.8333333334,823977.6666666666,816774.0833333334,719010.5,661512.0,695328.0833333334,647048.0,644985.9166666666,766244.75,823346.25,879545.8333333334,1018679.3333333334,1152015.75,1280650.75,1291092.4166666667,1369668.0833333333,1472931.5
90501,Torrance,Los Angeles County,203206.08333333334,203594.41666666666,228802.0,251094.66666666666,273236.25,299918.0,339556.6666666667,403935.25,500088.75,597524.1666666666,657434.3333333334,635359.8333333334,545752.3333333334,486895.0,493784.8333333333,471647.0833333333,461714.9166666667,528280.1666666666,564420.5,584529.8333333334,619626.25,664224.9166666666,708801.5833333334,714929.25,764181.5,811112.5
90723,Paramount,Los Angeles County,143267.08333333334,140746.25,146607.75,154513.0,164874.08333333334,178150.5,202156.08333333334,242196.58333333334,309715.4166666667,392872.3333333333,468339.0833333333,480111.6666666667,381510.25,283673.6666666667,269240.75,256762.66666666666,256451.75,301922.4166666667,337080.0,368631.6666666667,399858.0833333333,436064.3333333333,466973.4166666667,477382.1666666667,510851.9166666667,536947.5
90292,Los Angeles,Los Angeles County,221081.25,226136.83333333334,253349.25,283952.0833333333,311661.4166666667,347696.3333333333,388986.0833333333,443836.0,536591.9166666666,642260.6666666666,713191.0833333334,709496.5,632358.3333333334,599707.4166666666,621180.5833333334,588737.9166666666,594637.5,716270.0,800584.5833333334,902090.4166666666,1016695.75,1150435.5,1279226.25,1319601.3333333333,1410245.25,1471664.0
90069,West Hollywood,Los Angeles County,244975.5,261039.33333333334,292148.1666666667,337085.3333333333,374298.5833333333,422713.75,474992.0,549284.3333333334,667962.1666666666,788044.5833333334,868751.6666666666,866119.5833333334,791962.0,780100.4166666666,829797.1666666666,823246.6666666666,893827.4166666666,1077398.0,1261558.9166666667,1480246.3333333333,1743539.9166666667,2043541.4166666667,2395932.1666666665,2562724.4166666665,2827016.5833333335,2937885.0
91732,El Monte,Los Angeles County,159814.0,156565.75,161537.41666666666,166714.33333333334,179583.0,194848.0,224547.41666666666,274080.4166666667,347728.6666666667,434480.8333333333,507051.0,505149.25,416374.9166666667,335436.0,328313.6666666667,311495.8333333333,302840.5833333333,359333.8333333333,397514.25,417426.6666666667,443368.25,471431.5,510755.8333333333,507288.4166666667,537293.5833333334,568088.5
90262,Lynwood,Los Angeles County,141009.0,140044.0,144057.5,149188.66666666666,157518.58333333334,168728.75,187379.33333333334,220772.58333333334,280534.9166666667,365643.8333333333,441748.8333333333,461408.0833333333,370342.6666666667,260222.5,241055.25,238171.25,242921.5,283634.75,313826.75,340426.6666666667,373047.75,405596.0833333333,435095.4166666667,447872.25,487689.5833333333,519946.5
90241,Downey,Los Angeles County,188597.66666666666,187135.41666666666,197247.16666666666,214737.91666666666,234624.58333333334,258919.75,296317.1666666667,354196.1666666667,450325.6666666667,563125.4166666666,650794.8333333334,646686.5833333334,520094.5833333333,418981.0,414665.25,393646.25,387668.9166666667,442767.75,483311.3333333333,506106.8333333333,539514.3333333334,572727.9166666666,613463.5833333334,620540.9166666666,662406.0,701560.0
90405,Santa Monica,Los Angeles County,280871.6666666667,298247.0,347653.9166666667,403303.0,435330.75,487217.4166666667,527552.25,615420.6666666666,762400.25,901715.4166666666,1034270.8333333334,1027469.25,937275.3333333334,863529.25,841570.9166666666,814398.9166666666,828006.5,1021896.0,1197096.4166666667,1398576.1666666667,1627690.0,1806888.0833333333,2003039.9166666667,2113984.75,2243348.0,2300482.0
90740,Seal Beach,Orange County,293077.0,305183.0833333333,333440.25,371104.75,415321.4166666667,457586.6666666667,506105.0833333333,603490.5833333334,744918.9166666666,853651.1666666666,921919.75,883411.4166666666,772822.8333333334,734487.0,774156.4166666666,733720.5833333334,729909.8333333334,821949.5833333334,866014.6666666666,900038.9166666666,949303.75,994313.1666666666,1049685.1666666667,1072577.8333333333,1115711.5833333333,1199285.0
90638,La Mirada,Los Angeles County,182962.16666666666,182911.41666666666,194174.58333333334,210423.25,233359.66666666666,257247.08333333334,293031.25,352764.0833333333,441775.8333333333,531664.25,597024.6666666666,575982.8333333334,464234.25,395297.0,403065.75,380646.0,374031.0833333333,438222.25,472271.25,496714.6666666667,534040.0833333334,569484.6666666666,606096.9166666666,604235.6666666666,637760.5,682315.5
90008,Los Angeles,Los Angeles County,231694.5,227472.41666666666,246653.83333333334,267773.25,286940.75,314964.3333333333,359186.9166666667,428295.0833333333,528792.0,650035.0,745665.3333333334,734940.5,607633.6666666666,474252.5833333333,457212.6666666667,434158.6666666667,433970.75,523200.8333333333,578693.25,633372.0,709411.1666666666,781877.8333333334,861697.4166666666,913516.1666666666,996890.9166666666,1046869.5
91401,Los Angeles,Los Angeles County,192608.25,191039.91666666666,214123.08333333334,243292.91666666666,268307.0833333333,300583.6666666667,343179.9166666667,409423.3333333333,510448.5833333333,615441.25,690356.5,675940.5,577162.9166666666,510918.75,521421.0833333333,478946.0,476738.0,581635.5833333334,643017.6666666666,672422.0,717715.5,765377.5,825904.8333333334,835027.25,911308.0,964134.0
92821,Brea,Orange County,244556.41666666666,252314.83333333334,275753.4166666667,301200.5,333667.5833333333,371883.0,422704.4166666667,496249.6666666667,578893.4166666666,677522.1666666666,733897.25,694681.25,576108.6666666666,526101.9166666666,534898.3333333334,499000.8333333333,497903.1666666667,581506.5,619508.4166666666,641895.75,673642.75,704017.9166666666,734947.5833333334,735966.25,770046.3333333334,818655.0
92840,Garden Grove,Orange County,170141.58333333334,174036.16666666666,186713.66666666666,203247.25,230365.0,264606.1666666667,302481.6666666667,367042.4166666667,472040.3333333333,570389.1666666666,640784.1666666666,616400.75,472881.25,393258.6666666667,400876.4166666667,381621.0,381467.6666666667,445341.3333333333,478943.9166666667,504347.3333333333,541788.25,577314.6666666666,614748.75,631146.0833333334,670365.0,714958.0
90266,Manhattan Beach,Los Angeles County,212954.33333333334,221909.66666666666,255702.91666666666,287901.6666666667,315621.4166666667,341975.3333333333,377565.0,439165.6666666667,532588.8333333334,635480.6666666666,697265.1666666666,680332.0,611024.1666666666,590402.6666666666,635865.8333333334,653477.3333333334,726529.5,926621.5,1082038.8333333333,1312839.8333333333,1628290.5833333333,1895119.0833333333,2241889.75,2474486.3333333335,2688335.6666666665,2801215.0
91205,Glendale,Los Angeles County,173797.75,173570.91666666666,188247.0,208793.08333333334,228300.16666666666,256614.58333333334,300447.0,359451.25,454817.75,563430.9166666666,634465.1666666666,623048.0833333334,528578.9166666666,448152.9166666667,450437.75,426766.4166666667,423755.25,505447.5833333333,552187.4166666666,603158.3333333334,665487.1666666666,712509.1666666666,778392.0,784765.25,821927.9166666666,871752.0
91767,Pomona,Los Angeles County,129390.41666666667,128626.5,134270.25,141294.25,152152.58333333334,168511.58333333334,194260.33333333334,233148.91666666666,297447.25,379916.8333333333,439207.5833333333,437703.4166666667,353383.75,259983.25,249897.33333333334,246869.66666666666,248314.75,295959.0833333333,336848.25,359710.9166666667,385526.3333333333,417289.0833333333,452439.0,459963.75,492603.0833333333,527497.0
92705,North Tustin,Orange County,313874.0833333333,328874.4166666667,362651.5,402125.75,448989.9166666667,495379.6666666667,558059.0,665306.5,783653.5833333334,904718.9166666666,976824.6666666666,928430.3333333334,786461.8333333334,732051.4166666666,730870.75,698332.3333333334,693349.3333333334,803454.9166666666,848641.8333333334,876946.9166666666,911989.75,952689.1666666666,1005794.0833333334,1007885.5833333334,1053889.3333333333,1127167.0
91604,Los Angeles,Los Angeles County,247607.75,255549.5,288247.6666666667,326372.8333333333,356739.8333333333,381536.4166666667,426382.8333333333,498100.75,603318.5,704571.75,794038.4166666666,791206.5833333334,714392.8333333334,637392.25,634620.5,610245.25,636675.6666666666,757929.1666666666,839856.75,952484.4166666666,1108224.9166666667,1246967.75,1419658.25,1533038.75,1681862.1666666667,1771817.5
92649,Huntington Beach,Orange County,292156.6666666667,304049.9166666667,332384.3333333333,366190.5833333333,408388.5833333333,461558.75,513769.9166666667,619167.25,781314.4166666666,900145.75,964834.9166666666,918353.5833333334,799069.1666666666,747175.4166666666,745219.9166666666,707239.8333333334,708522.6666666666,799273.3333333334,839829.5833333334,859000.25,897412.9166666666,939799.8333333334,985563.25,998402.0,1040966.25,1102787.0
90505,Torrance,Los Angeles County,306449.6666666667,313087.75,353511.0,382994.5,412609.5,442600.0833333333,492712.0,577555.5833333334,699545.1666666666,814180.5,882759.25,853323.3333333334,758547.9166666666,700170.8333333334,715757.75,686512.75,683027.0833333334,781760.5833333334,825100.9166666666,857602.25,900804.25,954588.0833333334,1017215.25,1027632.75,1075000.3333333333,1134178.0
90808,Long Beach,Los Angeles County,193034.91666666666,193984.41666666666,212247.08333333334,234894.41666666666,259696.0,285747.3333333333,330460.6666666667,394770.25,489318.6666666667,589682.4166666666,649112.8333333334,620515.1666666666,527602.4166666666,483562.0833333333,497323.6666666667,457810.0833333333,450047.25,521972.5,561713.0833333334,589999.5833333334,623960.3333333334,665426.6666666666,703155.9166666666,701124.75,744544.75,801950.5
90403,Santa Monica,Los Angeles County,152373.91666666666,163919.83333333334,190519.41666666666,219851.25,249278.66666666666,276784.5,303673.5,349358.75,427307.3333333333,506743.5,544374.25,535788.5833333334,496188.1666666667,502226.5,555723.25,586700.8333333334,674977.1666666666,854618.4166666666,973630.3333333334,1187240.1666666667,1464484.5,1732823.25,2045552.9166666667,2227668.25,2422149.25,2488290.0
91387,Santa Clarita,Los Angeles County,216258.25,215355.16666666666,230752.66666666666,255500.33333333334,279856.1666666667,300117.5,336449.75,402864.0833333333,496413.75,592663.4166666666,663393.6666666666,641703.75,519587.75,421821.9166666667,424462.5833333333,397760.75,385927.6666666667,440378.3333333333,490200.25,517321.6666666667,548536.0833333334,580640.4166666666,613732.5833333334,617002.0,655019.4166666666,702462.0
92612,Irvine,Orange County,238533.0,247507.0,272412.6666666667,299034.1666666667,329216.5833333333,368746.4166666667,417371.75,494118.4166666667,617443.6666666666,704764.3333333334,757908.4166666666,715677.25,605365.1666666666,567880.4166666666,581358.3333333334,549730.4166666666,554966.5833333334,659182.8333333334,706480.6666666666,726122.0833333334,754987.75,787880.6666666666,825944.3333333334,830263.8333333334,843329.5833333334,870076.0
90744,Los Angeles,Los Angeles County,148909.66666666666,150275.16666666666,156771.91666666666,163166.91666666666,177228.91666666666,193767.33333333334,218405.25,266829.4166666667,336952.4166666667,426037.6666666667,497062.0833333333,505012.25,410960.0833333333,313275.3333333333,284241.1666666667,268696.6666666667,269634.8333333333,313111.5,348718.8333333333,373457.0,398422.0,430191.8333333333,469417.25,479918.25,515808.75,553199.0
91748,Rowland Heights,Los Angeles County,205162.75,205388.83333333334,216849.83333333334,234390.08333333334,254420.41666666666,280287.8333333333,319051.0833333333,375981.8333333333,464634.1666666667,562118.6666666666,631512.3333333334,610396.0,517569.25,460731.5833333333,475421.5,453334.0,450195.0833333333,527924.5833333334,580029.5,601253.9166666666,621850.75,653380.0,684692.6666666666,680700.5,706545.6666666666,741548.5
91306,Los Angeles,Los Angeles County,167437.33333333334,165488.83333333334,178623.41666666666,198935.91666666666,218845.5,244412.83333333334,280331.25,336995.5,429118.0833333333,521687.8333333333,593936.9166666666,577709.0,462806.8333333333,367919.9166666667,376445.0,355781.8333333333,347819.1666666667,413291.25,453898.75,475363.9166666667,511666.4166666667,552350.5833333334,590297.25,594262.0833333334,644484.6666666666,685600.5
90035,Los Angeles,Los Angeles County,206774.83333333334,213856.83333333334,241861.75,280835.6666666667,313321.1666666667,351087.0833333333,393467.0833333333,465821.5,569485.1666666666,670228.75,744865.3333333334,746479.3333333334,682325.0833333334,632343.5,661397.9166666666,647847.5,668662.0,801910.25,925357.5833333334,1056574.4166666667,1239241.8333333333,1425637.75,1631681.5,1723856.9166666667,1928312.8333333333,1941178.5
91607,Los Angeles,Los Angeles County,251263.33333333334,254184.75,286131.4166666667,324134.0833333333,357729.0,390591.3333333333,437819.25,525044.8333333334,639651.4166666666,758755.5833333334,850204.3333333334,847087.1666666666,728079.75,629565.6666666666,637107.3333333334,600251.4166666666,603030.3333333334,719691.5,775861.1666666666,809485.9166666666,865852.6666666666,928833.9166666666,1002479.0833333334,1012101.4166666666,1099002.5,1188666.5
91311,Los Angeles,Los Angeles County,214479.58333333334,215720.91666666666,238696.5,269629.0,295804.4166666667,324379.8333333333,365948.25,433651.0,538391.4166666666,650713.4166666666,726303.0,702189.5,583214.5,498119.8333333333,499084.5833333333,458984.5,445099.6666666667,511920.25,560912.5,584596.6666666666,622620.5,661452.5,697530.25,701751.0,749341.8333333334,801731.5
90007,Los Angeles,Los Angeles County,162831.58333333334,166734.5,178082.75,184033.16666666666,194823.91666666666,211823.66666666666,231916.66666666666,272478.5833333333,352001.0833333333,469962.8333333333,581100.6666666666,589669.0833333334,482413.5833333333,370391.9166666667,332736.5833333333,320146.1666666667,323031.0,398752.4166666667,443502.1666666667,499954.3333333333,553290.9166666666,635503.5833333334,723524.5,743885.0833333334,821309.3333333334,864623.0
90012,Los Angeles,Los Angeles County,154763.08333333334,151222.58333333334,157528.83333333334,169645.25,183067.41666666666,198874.08333333334,236692.75,271205.0,350278.3333333333,456181.0,556091.8333333334,577925.6666666666,468881.8333333333,384491.75,350615.6666666667,315750.6666666667,315679.0,388987.6666666667,435852.25,475688.9166666667,531137.8333333334,614962.0,666871.75,694256.25,765085.6666666666,783747.5
